2
Phi=90.0000000000002(deg)

Frequency	Theta	E Total. dB	E(Phi) . Amp dB	E(Theta) . Amp dB	E(Phi) . Phase	E(Theta) . Phase
2402000000	1.0995574288	-7.14443726099479	-12.2965552604201	-8.72673411581701	1.02748033162209	2.65351496397475
2402000000	1.1519173063	-5.91229393960049	-11.7364720817913	-7.22918026047806	1.14774869435836	2.96002041255694
2402000000	1.2042771839	-4.56640496140355	-11.2877473022271	-5.60526799141087	1.22809804693555	-3.12314318347801
2402000000	1.2566370614	-3.43475527387501	-11.0207724713499	-4.26674543686496	1.27678455463729	-2.99598367727385
2402000000	1.308996939	-2.60647756303895	-10.9861869832311	-3.28793850305182	1.29868138338855	-2.91014247267262
2402000000	1.3613568166	-2.08416636791658	-11.2160865949736	-2.64984428437118	1.29871236101528	-2.84786171811083
2402000000	1.4137166941	-1.86986220427556	-11.7126292704316	-2.34526407510209	1.28491007373892	-2.80169692481333
2402000000	1.4660765717	-1.98059280543252	-12.4818755810963	-2.38587993379968	1.26769054439171	-2.77125334640346
2402000000	1.5184364492	-2.4445809959785	-13.5491652894456	-2.79511882325128	1.25709615901166	-2.76108627647743
2402000000	1.5707963268	-3.27815651783201	-15.0053561361065	-3.58020686491301	1.25627010310041	-2.77880984464389
2402000000	1.6231562044	-4.46015399024876	-17.0050119769062	-4.70885304008986	1.25749072295411	-2.83447095712251
2402000000	1.6755160819	-5.91082586725528	-19.8556719842929	-6.08955926899576	1.23899976655189	-2.93798992244172
2402000000	1.7278759595	-7.47915217274516	-24.2318565319352	-7.57186531179845	1.15543125725291	-3.09667315355707
2402000000	1.780235837	-8.94085841234902	-32.3661745997946	-8.96063909846222	0.805659707464322	2.96851971469736
2402000000	1.8325957146	-9.98929013656527	-34.6171785909972	-10.0042781699577	-1.28686446527471	2.69082108405531
2402000000	1.8849555922	-10.2496703899265	-26.0157335047681	-10.3663510755486	-1.8185868310592	2.37042259462101
2402000000	1.9373154697	-9.58008257703707	-21.6025074468694	-9.86162436743934	-2.00432122325538	2.06144934331756
2402000000	1.9896753473	-8.38630921614584	-18.7439002003257	-8.80591005676549	-2.10020377555294	1.81688462255212
2402000000	2.0420352248	-7.20095050707671	-16.8980178726449	-7.69352695045631	-2.1398384295887	1.6406145996958
2402000000	2.0943951024	-6.29176967518593	-15.9278658910933	-6.79172679892932	-2.15393954478089	1.50388649841327
2402000000	2.14675498	-5.65369089367523	-15.745924003427	-6.10113755103496	-2.17931349269993	1.37898278930205
2402000000	2.1991148575	-5.12968201157282	-16.2346226077598	-5.48018988895926	-2.26360905447296	1.25570203924175
2402000000	2.2514747351	-4.55466303562005	-16.9974237775246	-4.80945489491551	-2.4496634860387	1.14504709994569
2402000000	2.3038346126	-3.93301658001853	-17.3297469812238	-4.13636414599083	-2.72571272301255	1.06580887651529
